Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
tinting gta,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,video,people_also_ask,related_searches,images",170,3,1.61,6,5,0.27,LOW,3710000,2025-11-25 16:31:04 +00:00,54.00,29.00,34.00,33.00,44.00,141.00,111.10,62.00,59.10,130.20,87.20,0.83,2.67
window tinting for cheap near me,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches",170,1,2.40,6,5,0.88,HIGH,17100000,2025-12-13 18:00:15 +00:00,54.00,29.00,34.00,33.00,44.00,183.80,100.10,34.20,32.80,66.40,49.80,0.90,2.70
window tints near me cheap,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches",170,9,2.40,6,5,0.88,HIGH,9070000,2025-12-13 18:01:14 +00:00,54.00,29.00,34.00,33.00,44.00,205.90,128.70,50.70,48.20,109.70,87.30,0.90,2.70
ceramic auto tint near me,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,related_searches",90,1,2.96,6,3,0.71,HIGH,7590000,2025-12-15 00:43:52 +00:00,54.00,29.00,34.00,33.00,44.00,204.40,93.90,32.80,31.20,64.90,50.20,1.00,2.38
ceramic coat near me,https://www.uniqueautoinc.ca/ceramic-coating/,transactional,"local_pack,people_also_ask,related_searches",90,0,4.30,6,3,0.84,HIGH,30900000,2025-11-12 16:27:32 +00:00,10.00,5.00,4.00,4.00,5.00,187.50,56.10,61.30,21.50,77.60,70.10,0.97,3.96
tinting near me car,https://www.uniqueautoinc.ca/,"navigational,informational","local_pack,people_also_ask,people_also_search,related_searches,images",90,0,2.69,6,3,0.89,HIGH,10200000,2025-11-07 19:31:56 +00:00,54.00,29.00,34.00,33.00,44.00,229.20,55.00,12.60,12.10,25.50,11.60,1.01,3.46
auto window tinting service near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",70,24,3.83,6,2,0.39,MEDIUM,4490000,2025-10-24 04:36:20 +00:00,54.00,29.00,34.00,33.00,44.00,217.90,176.40,56.90,54.70,272.60,184.70,,
best ppf films,https://www.uniqueautoinc.ca/which-paint-protection-film-is-the-best/,commercial,"ai_overview,found_on_web,people_also_ask,people_also_search,discussions_and_forums,video,related_searches",70,0,2.72,6,2,0.89,HIGH,9760000,2025-10-24 00:46:03 +00:00,,,,,,365.30,21.50,22.80,22.80,23.90,2.20,0.81,2.96
ceramic coating services,https://www.uniqueautoinc.ca/ceramic-coating/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",70,0,3.01,6,2,0.16,LOW,29800000,2025-11-02 06:02:11 +00:00,10.00,5.00,4.00,4.00,5.00,67.60,28.70,10.60,10.20,12.80,8.30,1.09,2.90
where can i get my car tinted,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches",70,0,2.97,6,2,0.94,HIGH,45100000,2025-11-11 01:16:20 +00:00,54.00,29.00,34.00,33.00,44.00,274.90,66.60,12.60,12.30,20.30,10.80,0.77,2.19
window tinting auto near me,https://www.uniqueautoinc.ca/,"transactional,navigational","local_pack,people_also_ask,people_also_search,related_searches",2900,0,2.41,7,74,0.49,MEDIUM,12500000,2025-11-09 00:07:31 +00:00,54.00,29.00,34.00,33.00,44.00,251.20,42.20,4.00,3.90,6.00,3.00,0.84,2.78
window tint toronto,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",1000,21,2.50,7,25,0.47,MEDIUM,3940000,2025-12-10 10:55:14 +00:00,54.00,29.00,34.00,33.00,44.00,123.30,156.10,59.90,56.80,147.40,116.60,0.90,2.89
window tinting markham,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches",390,0,2.71,7,9,0.41,MEDIUM,294000,2025-11-07 08:45:40 +00:00,54.00,29.00,34.00,33.00,44.00,290.30,70.80,27.40,26.40,45.50,21.50,0.75,2.43
tints brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,navigational,"local_pack,people_also_ask,related_searches,images",320,0,2.33,7,8,0.80,HIGH,98000,2025-12-13 03:09:32 +00:00,,,,,,224.30,76.90,20.20,19.10,48.10,40.20,0.64,3.14
windows tinting services near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",320,5,2.12,7,8,0.07,LOW,2910000,2025-11-11 21:42:53 +00:00,54.00,29.00,34.00,33.00,44.00,202.30,112.50,42.80,41.80,68.60,46.20,0.89,2.87
tint place near me,https://www.uniqueautoinc.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches,images",260,0,3.44,7,6,0.73,HIGH,135000000,2025-12-16 18:00:47 +00:00,54.00,29.00,34.00,33.00,44.00,149.30,87.20,15.40,15.10,602.90,585.00,0.89,3.61
tint services near me,https://www.uniqueautoinc.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches,images",210,19,1.73,7,5,0.70,HIGH,97500000,2025-11-24 18:37:25 +00:00,54.00,29.00,34.00,33.00,44.00,136.40,158.80,55.40,53.00,138.00,99.00,0.94,2.76
cheap car tinting near me,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,related_searches",170,0,2.40,7,4,0.88,HIGH,10800000,2025-12-13 20:13:12 +00:00,54.00,29.00,34.00,33.00,44.00,206.60,40.80,4.20,4.10,5.90,3.00,0.90,2.70
tint markham,https://www.uniqueautoinc.ca/window-tinting-markham/,"commercial,navigational","local_pack,people_also_ask,related_searches",170,0,2.45,7,4,0.74,HIGH,476000,2025-10-14 23:45:53 +00:00,,,,,,229.50,56.20,25.40,24.40,42.90,20.20,0.94,2.92
toronto tint,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",170,7,2.30,7,4,0.82,HIGH,10200000,2025-12-13 20:48:31 +00:00,54.00,29.00,34.00,33.00,44.00,113.70,131.70,53.10,50.90,119.80,87.80,0.76,2.57
ceramic coating benefit,https://www.uniqueautoinc.ca/benefits-of-ceramic-coating-for-cars/,"commercial,transactional","ai_overview,people_also_ask,video,popular_products,related_searches,images",140,0,,7,3,0.10,LOW,22700000,2025-11-14 10:18:17 +00:00,,,,,,283.40,54.90,23.00,22.60,36.80,15.10,0.67,3.70
ceramic coating benefits,https://www.uniqueautoinc.ca/benefits-of-ceramic-coating-for-cars/,commercial,"ai_overview,people_also_ask,discussions_and_forums,video,related_searches,images",140,0,3.82,7,3,0.14,LOW,24200000,2025-11-07 02:16:10 +00:00,,,,,,280.90,62.40,23.50,23.10,37.70,16.00,0.73,3.10
benefits ceramic coating,https://www.uniqueautoinc.ca/benefits-of-ceramic-coating-for-cars/,commercial,"ai_overview,people_also_ask,video,discussions_and_forums,related_searches,images",110,0,0.38,7,2,0.17,LOW,29500000,2025-12-14 17:06:42 +00:00,,,,,,294.00,55.40,23.00,22.60,36.80,15.10,0.13,1.79
cheap car tinting,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,popular_products,related_searches",110,0,3.03,7,2,0.90,HIGH,11700000,2025-11-30 07:43:15 +00:00,54.00,29.00,34.00,33.00,44.00,387.00,60.40,13.20,12.80,21.30,11.30,0.82,3.09
car window tint services,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",90,0,1.46,7,2,0.04,LOW,15400000,2025-11-12 11:47:20 +00:00,54.00,29.00,34.00,33.00,44.00,207.30,85.50,23.10,22.50,38.80,17.10,,
window tinting shops,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",90,10,4.60,7,2,0.22,LOW,2670000,2025-10-20 01:31:06 +00:00,54.00,29.00,34.00,33.00,44.00,190.30,139.40,40.80,38.30,697.00,677.50,0.93,2.29
car tint level,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,transactional","featured_snippet,images,people_also_ask,video,popular_products,related_searches",70,0,0.27,7,1,0.31,LOW,29400000,2025-12-03 09:33:32 +00:00,,,,,,256.80,3.00,0.20,0.20,0.20,0.00,,
ceramic coating scarborough,https://www.uniqueautoinc.ca/,commercial,"local_pack,people_also_ask,popular_products,related_searches",70,0,3.89,7,1,1.00,HIGH,428000,2025-12-03 08:01:59 +00:00,54.00,29.00,34.00,33.00,44.00,101.40,83.00,18.00,17.40,24.80,15.50,1.31,4.43
percentages of window tint,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,images,people_also_ask,video,related_searches",880,0,0.42,8,17,0.20,LOW,3840000,2025-10-10 10:12:37 +00:00,,,,,,254.00,22.80,1.00,1.00,1.30,0.60,0.90,1.83
tint car windows percentage,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"informational,commercial","ai_overview,images,people_also_ask,video,related_searches",880,0,0.42,8,17,0.20,LOW,1240000,2025-11-11 14:15:58 +00:00,,,,,,261.10,21.40,2.90,2.70,3.70,3.00,0.90,1.83
auto tint shop near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",210,16,3.42,8,4,0.45,MEDIUM,23100000,2025-11-25 11:28:51 +00:00,54.00,29.00,34.00,33.00,44.00,212.90,163.90,38.30,37.20,634.00,596.70,1.01,3.37
tinting markham,https://www.uniqueautoinc.ca/window-tinting-markham/,navigational,"local_pack,people_also_ask,related_searches,images",170,0,2.45,8,3,0.74,HIGH,456000,2025-09-24 20:39:00 +00:00,,,,,,116.40,51.20,29.50,28.40,46.20,22.30,0.94,2.92
3m ceramic coating,https://www.uniqueautoinc.ca/where-to-buy-3m-ceramic-coating/,transactional,"people_also_ask,discussions_and_forums,video,popular_products,related_searches,images",140,0,0.81,8,2,1.00,HIGH,8730000,2025-11-28 00:36:38 +00:00,,,,,,402.90,15.30,0.40,0.40,0.50,0.50,0.49,2.30
best auto window tinting,https://www.uniqueautoinc.ca/window-tinting/,"commercial,navigational,transactional","local_pack,people_also_ask,related_searches",140,4,1.47,8,2,0.94,HIGH,5820000,2025-11-27 19:56:07 +00:00,11.00,3.00,3.00,3.00,3.00,339.80,93.40,34.90,33.70,72.80,51.70,0.64,2.85
tint shop tinted windows,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,related_searches",110,6,0.11,8,2,0.08,LOW,4000000,2025-12-19 20:15:00 +00:00,54.00,29.00,34.00,33.00,44.00,210.60,116.10,10.20,10.00,594.60,582.20,,
auto window tinting percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,video,people_also_ask,images,related_searches",90,0,1.32,8,1,0.10,LOW,114000,2025-11-11 00:50:46 +00:00,,,,,,272.20,17.60,0.40,0.40,1.50,1.10,,
detailers near me,https://www.uniqueautoinc.ca/automotive-detailing/,navigational,"local_pack,people_also_ask,related_searches",6600,0,2.24,9,99,0.47,MEDIUM,5320000000,2025-11-11 10:39:32 +00:00,10.00,3.00,3.00,3.00,3.00,215.30,54.50,13.00,12.30,24.60,14.90,0.76,2.77
car tinted percentage,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,images,people_also_ask,video,related_searches",880,0,0.42,9,13,0.20,LOW,2770000,2025-11-18 15:59:47 +00:00,,,,,,247.20,3.00,0.20,0.20,0.20,0.00,0.90,1.83
car tint shops near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches,images",210,1,3.42,9,3,0.45,MEDIUM,9540000,2025-11-25 09:40:29 +00:00,54.00,29.00,34.00,33.00,44.00,232.80,91.30,19.70,19.30,601.30,583.50,1.01,3.37
car window tinting shops near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",210,0,3.42,9,3,0.45,MEDIUM,2570000,2025-11-25 09:39:40 +00:00,54.00,29.00,34.00,33.00,44.00,190.80,81.50,9.40,9.20,21.30,16.40,1.01,3.37
best detailers near me,https://www.uniqueautoinc.ca/automotive-detailing/,"transactional,navigational","local_pack,people_also_ask,people_also_search,related_searches",140,1,1.39,9,2,0.83,HIGH,4510000,2025-11-07 15:32:37 +00:00,10.00,3.00,3.00,3.00,3.00,211.70,96.20,28.30,26.60,85.10,70.80,0.47,1.68
car tint cheap,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,popular_products,people_also_search,related_searches",110,0,3.03,9,1,0.90,HIGH,66600000,2025-11-30 08:13:08 +00:00,54.00,29.00,34.00,33.00,44.00,464.20,49.40,12.00,11.70,18.90,9.70,0.82,3.09
auto window tint percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,people_also_ask,images,video,related_searches",90,0,1.32,9,1,0.10,LOW,3590000,2025-11-11 00:50:27 +00:00,,,,,,276.40,3.00,0.20,0.20,0.20,0.00,,
car window tints percentage,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,commercial,"ai_overview,images,people_also_ask,video,related_searches",90,0,1.32,9,1,0.10,LOW,598000,2025-11-13 23:25:40 +00:00,,,,,,241.90,3.00,0.20,0.20,0.20,0.00,,
tint places,https://www.uniqueautoinc.ca/,"navigational,commercial","people_also_ask,people_also_search,related_searches,images",90,12,5.34,9,1,0.62,MEDIUM,65300000,2025-11-08 09:07:45 +00:00,54.00,29.00,34.00,33.00,44.00,229.00,143.20,53.50,50.20,702.00,668.70,1.28,5.79
mobile car window tinting,https://www.uniqueautoinc.ca/,"navigational,transactional","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",70,0,2.21,9,1,0.78,HIGH,3840000,2025-11-15 08:23:09 +00:00,54.00,29.00,34.00,33.00,44.00,74.10,39.60,3.90,3.80,6.90,3.70,0.90,2.70
tint near me,https://www.uniqueautoinc.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches,images",6600,0,2.70,10,74,0.51,MEDIUM,237000000,2025-12-09 22:22:56 +00:00,54.00,29.00,34.00,33.00,44.00,179.00,76.20,35.60,32.80,111.30,86.50,0.83,3.14
markham window tint ppf inc,https://www.uniqueautoinc.ca/paint-protection-film-markham/,commercial,"people_also_ask,related_searches,google_reviews,knowledge_graph,images",260,0,0.13,10,2,0.07,LOW,5240,2025-12-16 18:11:10 +00:00,,,,,,460.00,24.90,11.00,10.40,21.40,6.60,,
auto detailers near me,https://www.uniqueautoinc.ca/automotive-detailing/,navigational,"local_pack,people_also_ask,people_also_search,related_searches",210,4,2.94,10,2,0.44,MEDIUM,1450000000,2025-11-04 07:31:47 +00:00,10.00,3.00,3.00,3.00,3.00,171.40,111.30,34.90,33.60,62.50,35.00,0.86,3.30
car window tint percentage,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,informational","ai_overview,images,people_also_ask,video,related_searches",90,0,1.32,10,1,0.10,LOW,1550000,2025-11-12 16:53:28 +00:00,,,,,,268.10,3.00,0.20,0.20,0.20,0.00,,
car window tinting percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,images,people_also_ask,video,related_searches",90,0,1.32,10,1,0.10,LOW,239000,2025-11-12 16:53:20 +00:00,,,,,,273.40,3.00,0.20,0.20,0.20,0.00,,
car tinting near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",5400,0,2.35,11,49,0.63,MEDIUM,9380000,2025-11-08 23:25:56 +00:00,54.00,29.00,34.00,33.00,44.00,184.40,24.80,12.90,12.60,20.30,11.60,0.78,2.84
tinting car windows percentage,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"featured_snippet,people_also_ask,video,related_searches,images",880,0,0.42,11,8,0.20,LOW,724000,2025-12-10 16:59:19 +00:00,,,,,,330.90,9.50,0.50,0.50,2.80,2.50,0.90,1.83
car tints shop near me,https://www.uniqueautoinc.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches",210,7,3.42,11,1,0.45,MEDIUM,18400000,2025-11-09 04:18:37 +00:00,54.00,29.00,34.00,33.00,44.00,253.00,117.70,54.70,52.80,667.30,635.50,1.01,3.37
cheap auto tint near me,https://www.uniqueautoinc.ca/,transactional,"ai_overview,people_also_ask,related_searches,google_reviews,knowledge_graph",170,0,2.40,11,1,0.88,HIGH,62100000,2025-12-13 20:14:43 +00:00,54.00,29.00,34.00,33.00,44.00,130.10,21.40,12.70,12.50,16.70,9.50,0.90,2.70
automotive window tint percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,commercial,"featured_snippet,people_also_ask,video,related_searches,images",90,0,0.19,11,0,0.15,LOW,1710000,2025-11-11 00:48:23 +00:00,,,,,,296.10,33.80,3.30,3.30,9.50,3.70,,
ceramic coating service,https://www.uniqueautoinc.ca/ceramic-coating/,"commercial,navigational","local_pack,people_also_ask,related_searches",70,0,4.17,11,0,0.29,LOW,32200000,2025-11-11 09:13:17 +00:00,10.00,5.00,4.00,4.00,5.00,107.50,73.60,85.50,83.70,871.70,742.20,1.14,3.01
wheels detailing,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,"navigational,commercial","video,people_also_ask,popular_products,related_searches,google_reviews,knowledge_graph,images",70,0,1.33,11,0,0.26,LOW,238000000,2025-11-14 13:03:46 +00:00,,,,,,498.20,18.00,0.60,0.60,2.70,1.20,0.88,1.84
turtle wax ceramic spray coating,https://www.uniqueautoinc.ca/how-to-apply-turtle-wax-ceramic-spray-coating/,transactional,"people_also_ask,video,popular_products,people_also_search,related_searches,google_reviews,knowledge_graph,images",50,0,0.24,11,0,1.00,HIGH,1130000,2025-10-02 00:00:35 +00:00,,,,,,516.30,9.10,2.00,1.80,3.90,0.80,,
window tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",720,0,3.06,12,5,0.74,HIGH,385000,2025-11-18 16:17:24 +00:00,,,,,,253.10,47.00,0.70,0.70,2.10,1.50,0.78,3.03
ceramic tint near me,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,people_also_search,related_searches,images",480,0,3.09,12,3,0.75,HIGH,12700000,2025-11-22 09:41:47 +00:00,54.00,29.00,34.00,33.00,44.00,206.10,79.10,36.40,35.00,71.30,51.10,0.86,2.50
best auto detailers,https://www.uniqueautoinc.ca/automotive-detailing/,"transactional,navigational,commercial","local_pack,people_also_ask,related_searches,images",210,0,1.38,12,1,0.91,HIGH,19200000,2025-11-25 10:57:05 +00:00,10.00,3.00,3.00,3.00,3.00,332.40,66.70,16.30,16.10,26.90,19.40,1.02,2.46
ceramic coating hamilton,https://www.uniqueautoinc.ca/ceramic-coating-hamilton-ontario/,"commercial,transactional","local_pack,people_also_ask,related_searches,images",210,0,3.67,12,1,0.17,LOW,1920000,2025-11-29 21:15:59 +00:00,,,,,,183.30,46.80,11.40,11.20,16.60,7.30,1.12,2.63
fiaz,https://www.uniqueautoinc.ca/about-us/fiaz-babwah/,navigational,"people_also_search,related_searches,images",90,3,,12,0,0.00,LOW,3420000,2025-12-02 17:08:02 +00:00,,,,,,669.00,53.40,27.20,26.70,96.50,65.60,,
car mobile window tinting,https://www.uniqueautoinc.ca/window-tinting/,"navigational,transactional,commercial","local_pack,people_also_ask,popular_products,people_also_search,related_searches",70,0,2.21,12,0,0.78,HIGH,8920000,2025-12-03 09:37:13 +00:00,11.00,3.00,3.00,3.00,3.00,266.90,14.40,0.40,0.40,1.70,1.30,0.90,2.70
turtle wax ceramic coating,https://www.uniqueautoinc.ca/how-to-apply-turtle-wax-ceramic-spray-coating/,transactional,"video,people_also_ask,discussions_and_forums,popular_products,people_also_search,related_searches,images",70,0,0.19,12,0,1.00,HIGH,1400000,2025-12-01 17:45:54 +00:00,,,,,,581.40,3.20,0.10,0.10,0.10,0.10,0.18,1.93
ppf near me,https://www.uniqueautoinc.ca/paint-protection-film/,transactional,"local_pack,people_also_ask,people_also_search,related_searches,images",1900,0,4.11,13,11,0.42,MEDIUM,36600000,2025-11-18 01:41:43 +00:00,11.00,5.00,5.00,4.00,5.00,220.30,78.10,28.20,27.60,57.50,42.70,1.32,6.05
auto detailing markham,https://www.uniqueautoinc.ca/car-detailing-markham/,"commercial,navigational","local_pack,related_searches",1300,0,2.23,13,7,0.54,MEDIUM,2250000,2025-12-10 10:36:12 +00:00,,,,,,265.90,66.20,9.90,9.00,19.50,10.00,0.75,2.84
auto tinting film,https://www.uniqueautoinc.ca/,"commercial,navigational","popular_products,people_also_ask,video,related_searches,images",720,13,1.10,13,4,0.91,HIGH,6300000,2025-11-20 06:51:22 +00:00,54.00,29.00,34.00,33.00,44.00,370.70,131.80,55.20,53.50,149.70,116.00,0.45,1.75
car tinting cheap,https://www.uniqueautoinc.ca/,"transactional,commercial","discussions_and_forums,people_also_ask,local_pack,popular_products,related_searches",110,0,3.03,13,0,0.90,HIGH,11300000,2025-11-30 08:23:32 +00:00,54.00,29.00,34.00,33.00,44.00,367.00,28.90,8.70,8.50,13.90,7.30,0.82,3.09
window tinting shop,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,related_searches",90,0,4.60,13,0,0.22,LOW,6340000,2025-10-20 01:30:44 +00:00,54.00,29.00,34.00,33.00,44.00,156.90,88.20,35.80,34.20,68.00,53.50,0.93,2.29
black paint protection film,https://www.uniqueautoinc.ca/black-paint-protection-film/,"transactional,commercial","popular_products,people_also_ask,video,related_searches,images",70,0,1.94,13,0,0.89,HIGH,54900000,2025-12-04 08:29:39 +00:00,,,,,,329.30,42.70,2.10,1.80,25.30,13.20,0.42,1.87
tints for cars,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,popular_products,people_also_search,images,related_searches",4400,9,2.16,14,24,0.46,MEDIUM,4540000,2025-11-08 23:39:11 +00:00,54.00,29.00,34.00,33.00,44.00,423.00,111.00,33.80,33.20,65.50,40.20,0.89,2.82
ceramic coating toronto,https://www.uniqueautoinc.ca/can-ceramic-coating-be-done-in-1-day/,commercial,"local_pack,people_also_ask,people_also_search,video,related_searches,images",320,0,4.45,14,1,0.87,HIGH,2070000,2025-11-11 20:28:50 +00:00,,,,,,237.00,31.50,7.80,7.60,9.20,5.70,0.96,4.28
cheap tinting near me,https://www.uniqueautoinc.ca/,"transactional,navigational","local_pack,people_also_ask,people_also_search,related_searches",90,0,3.04,14,0,0.99,HIGH,15800000,2025-11-12 16:12:46 +00:00,54.00,29.00,34.00,33.00,44.00,314.30,57.90,30.70,29.30,65.90,47.20,0.84,2.38
inspire auto studio,https://www.uniqueautoinc.ca/,"navigational,commercial","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",90,0,0.08,14,0,0.03,LOW,13300000,2025-11-05 19:44:08 +00:00,54.00,29.00,34.00,33.00,44.00,491.90,50.90,21.00,20.20,42.50,20.10,,
car 3m coating,https://www.uniqueautoinc.ca/where-to-buy-3m-ceramic-coating/,transactional,"people_also_ask,video,related_searches,images",70,0,5.19,14,0,0.79,HIGH,9770000,2025-12-03 09:41:11 +00:00,,,,,,432.40,49.40,13.00,13.00,16.50,9.50,1.01,3.94
kraken auto spa and ppf inc,https://www.uniqueautoinc.ca/,"transactional,navigational","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph",70,0,,14,0,0.00,LOW,2290,2025-12-15 12:26:26 +00:00,54.00,29.00,34.00,33.00,44.00,549.70,47.40,29.70,28.80,35.60,17.80,,
professional ceramic coating,https://www.uniqueautoinc.ca/how-much-is-a-ceramic-coating/,transactional,"popular_products,people_also_ask,video,discussions_and_forums,related_searches,images",70,12,1.55,14,0,0.90,HIGH,53000000,2025-11-13 10:28:55 +00:00,,,,,,439.40,122.50,98.90,97.10,943.70,799.20,0.92,5.71
ee auto detailing scarborough,https://www.uniqueautoinc.ca/automotive-detailing/,"navigational,commercial","people_also_ask,related_searches,google_reviews,knowledge_graph",480,0,1.36,15,2,0.08,LOW,17600,2025-11-21 12:24:19 +00:00,10.00,3.00,3.00,3.00,3.00,569.80,6.70,4.60,4.40,5.10,3.20,,
ppf install near me,https://www.uniqueautoinc.ca/paint-protection-film/,"navigational,informational","local_pack,people_also_ask,related_searches",210,8,5.41,15,1,0.40,MEDIUM,7420000,2025-11-09 04:47:03 +00:00,11.00,5.00,5.00,4.00,5.00,250.30,84.20,28.90,28.30,66.20,46.10,1.72,5.18
car window tint percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,video,images,people_also_ask,related_searches",90,0,1.32,15,0,0.10,LOW,3330000,2025-11-12 16:54:09 +00:00,,,,,,264.50,3.00,0.20,0.20,0.20,0.00,,
percentages of window tinting for cars,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"informational,commercial","ai_overview,video,people_also_ask,images,popular_products,related_searches",90,0,1.32,15,0,0.10,LOW,483000,2025-11-10 02:34:04 +00:00,,,,,,321.50,8.90,0.50,0.50,1.10,0.40,,
tint company,https://www.uniqueautoinc.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches,images",70,8,1.77,15,0,0.18,LOW,60500000,2025-11-13 01:14:38 +00:00,54.00,29.00,34.00,33.00,44.00,176.00,134.10,76.30,69.90,182.10,136.60,1.10,2.13
what are the percentages of window tint,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,images,people_also_ask,video,related_searches",40,0,,15,0,0.01,LOW,640000,2025-10-24 23:05:05 +00:00,,,,,,273.10,3.00,0.20,0.20,0.20,0.00,,
protective film on car,https://www.uniqueautoinc.ca/should-i-get-a-paint-protection-film-on-my-new-car/,"commercial,transactional","ai_overview,video,people_also_ask,carousel,popular_products,related_searches",590,8,3.74,16,2,1.00,HIGH,386000000,2025-10-31 19:14:16 +00:00,,,,,,370.70,101.80,22.20,22.00,26.20,9.50,0.92,4.41
best window tinting,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,popular_products,related_searches,images",110,10,1.47,16,0,1.00,HIGH,8930000,2025-11-09 14:17:34 +00:00,,,,,,383.60,115.80,31.10,29.40,65.10,51.70,0.90,2.08
quality tinting,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",70,10,2.14,16,0,0.29,LOW,101000000,2025-11-11 03:24:33 +00:00,54.00,29.00,34.00,33.00,44.00,262.70,132.20,33.40,31.60,69.60,54.90,,
auto blogs,https://www.uniqueautoinc.ca/blogs/,navigational,related_searches,30,84,3.51,16,0,0.05,LOW,2710000000,2025-10-19 21:17:34 +00:00,,,,,,493.40,416.40,8043.80,7899.80,117445.40,93500.20,,
best window tinting car,https://www.uniqueautoinc.ca/,"commercial,transactional","ai_overview,local_pack,people_also_ask,discussions_and_forums,video,popular_products,related_searches,images",140,12,1.99,17,0,0.87,HIGH,11700000,2025-11-09 08:30:22 +00:00,54.00,29.00,34.00,33.00,44.00,358.80,130.70,30.80,29.50,99.80,87.70,0.83,2.58
car window tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,video,related_searches,images",110,0,2.33,17,0,0.93,HIGH,127000,2025-12-20 13:54:33 +00:00,,,,,,304.20,75.30,20.40,19.30,50.40,42.20,0.91,3.41
