Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
cost of window tint for car,https://mrtint.ca/pricing/,"commercial,transactional","popular_products,people_also_ask,discussions_and_forums,video,related_searches,images",170,0,1.73,5,7,0.12,LOW,10700000,2025-11-07 13:07:42 +00:00,3.00,1.00,3.00,3.00,3.00,273.40,33.00,3.50,3.40,5.40,3.30,0.73,1.72
cost to tint windows car,https://mrtint.ca/pricing/,"commercial,informational","ai_overview,people_also_ask,discussions_and_forums,images,related_searches",170,0,1.45,5,7,0.66,MEDIUM,5840000,2025-12-14 06:43:46 +00:00,3.00,1.00,3.00,3.00,3.00,245.70,22.10,1.90,1.70,4.10,2.00,0.72,1.57
cost to tint windows in car,https://mrtint.ca/pricing/,"informational,commercial","ai_overview,people_also_ask,images,related_searches",170,0,1.45,5,7,0.66,MEDIUM,8420000,2025-12-14 06:43:46 +00:00,3.00,1.00,3.00,3.00,3.00,252.00,22.10,1.90,1.70,4.10,2.00,0.72,1.57
cost to tint windows on car,https://mrtint.ca/pricing/,"informational,commercial","ai_overview,people_also_ask,discussions_and_forums,images,related_searches",170,0,1.45,5,7,0.66,MEDIUM,8560000,2025-12-14 06:43:39 +00:00,3.00,1.00,3.00,3.00,3.00,263.50,22.10,1.90,1.70,4.10,2.00,0.72,1.57
tint scarborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_search,related_searches,images",170,6,3.20,5,7,0.82,HIGH,550000,2025-11-25 16:31:01 +00:00,409.00,363.00,107.00,94.00,397.00,176.80,119.90,56.10,53.00,136.60,102.40,0.78,2.68
vehicle window tinting cost,https://mrtint.ca/pricing/,transactional,"ai_overview,people_also_ask,discussions_and_forums,images,related_searches",170,0,1.45,5,7,0.66,MEDIUM,3220000,2025-12-13 20:44:25 +00:00,3.00,1.00,3.00,3.00,3.00,225.00,21.90,1.80,1.60,3.10,1.90,0.72,1.57
how much does tint cost,https://mrtint.ca/pricing/,"commercial,informational","featured_snippet,people_also_ask,popular_products,images,video,related_searches",110,0,1.24,5,5,0.34,MEDIUM,71900000,2025-11-28 17:01:11 +00:00,3.00,1.00,3.00,3.00,3.00,286.90,19.70,0.90,0.80,1.90,0.60,0.69,1.96
xpel ceramic tint,https://mrtint.ca/pricing/,transactional,"people_also_ask,video,images,popular_products,related_searches",110,0,0.83,5,5,0.66,MEDIUM,1130000,2025-12-19 17:05:06 +00:00,3.00,1.00,3.00,3.00,3.00,366.30,12.30,0.50,0.50,0.50,0.30,0.60,1.67
car tinted near me prices,https://mrtint.ca/pricing/,"transactional,commercial","local_pack,people_also_ask,people_also_search,related_searches",90,0,2.08,5,4,1.00,HIGH,23500000,2025-11-12 16:53:55 +00:00,3.00,1.00,3.00,3.00,3.00,262.60,29.10,8.80,8.60,14.90,7.40,0.69,2.07
how much do tints for car windows cost,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,popular_products,video,people_also_search,related_searches,images",90,0,3.58,5,4,0.42,MEDIUM,1970000,2025-09-30 17:37:22 +00:00,3.00,1.00,3.00,3.00,3.00,,,,,,,0.74,2.67
how much does car tinting cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,related_searches,images",90,0,2.27,5,4,0.48,MEDIUM,11000000,2025-11-10 13:03:47 +00:00,3.00,1.00,3.00,3.00,3.00,211.60,11.50,0.60,0.50,0.70,0.30,0.73,2.58
tinting service,https://mrtint.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches",70,0,2.50,5,3,0.24,LOW,106000000,2025-11-30 16:06:47 +00:00,409.00,363.00,107.00,94.00,397.00,106.00,62.60,27.80,25.90,79.90,66.50,0.85,2.64
how much car tinted windows cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,popular_products,discussions_and_forums,related_searches,images",720,0,2.33,6,24,0.55,MEDIUM,8610000,2025-11-07 07:10:35 +00:00,3.00,1.00,3.00,3.00,3.00,278.50,38.40,3.90,3.70,5.90,3.60,0.73,1.87
how much tinting car windows cost,https://mrtint.ca/pricing/,"commercial,informational","featured_snippet,people_also_ask,discussions_and_forums,popular_products,related_searches,images",720,0,2.33,6,24,0.55,MEDIUM,2420000,2025-11-09 06:52:27 +00:00,3.00,1.00,3.00,3.00,3.00,251.00,23.30,1.80,1.60,3.10,1.90,0.73,1.87
how much to tint car windows,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,discussions_and_forums,images,popular_products,related_searches",720,0,2.80,6,24,0.72,HIGH,17700000,2025-12-11 01:12:16 +00:00,3.00,1.00,3.00,3.00,3.00,293.10,11.50,0.60,0.50,0.70,0.30,0.68,2.27
car window film price,https://mrtint.ca/pricing/,"transactional,commercial","popular_products,people_also_ask,discussions_and_forums,video,related_searches,images",390,0,2.13,6,13,0.42,MEDIUM,207000000,2025-11-22 17:34:10 +00:00,3.00,1.00,3.00,3.00,3.00,252.60,21.40,7.90,7.80,9.00,1.40,0.75,1.96
front window tint,https://mrtint.ca/pricing/,"transactional,commercial","people_also_ask,video,images,popular_products,related_searches",260,0,1.34,6,8,0.93,HIGH,38100000,2025-11-24 12:20:03 +00:00,3.00,1.00,3.00,3.00,3.00,458.10,53.30,5.10,4.90,9.00,6.40,0.93,2.65
tint windows scarborough,https://mrtint.ca/,commercial,"local_pack,people_also_ask,people_also_search,related_searches",260,9,2.62,6,8,0.87,HIGH,71300,2025-11-09 03:39:26 +00:00,409.00,363.00,107.00,94.00,397.00,159.90,130.10,56.20,53.10,136.70,102.50,0.89,3.10
cheapest car tinting near me,https://mrtint.ca/pricing/,"transactional,commercial","local_pack,people_also_ask,people_also_search,related_searches",170,0,2.40,6,5,0.88,HIGH,1480000,2025-12-13 20:13:22 +00:00,3.00,1.00,3.00,3.00,3.00,233.20,45.60,4.10,4.00,7.10,3.70,0.90,2.70
car window tinting etobicoke,https://mrtint.ca/,"commercial,transactional","local_pack,people_also_ask,people_also_search,related_searches",140,1,,6,4,0.01,LOW,72000,2025-11-13 23:25:34 +00:00,409.00,363.00,107.00,94.00,397.00,307.80,83.30,56.10,53.10,140.70,111.50,,
cheapest window tinting,https://mrtint.ca/pricing/,"commercial,navigational,transactional","local_pack,people_also_ask,popular_products,related_searches",110,0,2.22,6,3,1.00,HIGH,3420000,2025-11-30 07:40:40 +00:00,3.00,1.00,3.00,3.00,3.00,363.10,20.60,1.60,1.40,3.00,2.00,0.87,2.70
light tint,https://mrtint.ca/tail-light-tinting/,"commercial,transactional","popular_products,local_pack,people_also_ask,images,video,related_searches",110,0,0.61,6,3,0.82,HIGH,191000000,2025-11-09 09:56:49 +00:00,,,,,,400.90,3.50,0.30,0.30,0.30,0.10,0.19,0.78
how much does tint cost for a car,https://mrtint.ca/pricing/,"commercial,informational","ai_overview,popular_products,people_also_ask,images,related_searches",90,0,3.58,6,3,0.42,MEDIUM,46600000,2025-11-08 12:04:56 +00:00,3.00,1.00,3.00,3.00,3.00,239.60,26.60,2.70,2.60,3.50,2.00,0.74,2.67
how much does it cost to tint windows,https://mrtint.ca/pricing/,"commercial,informational","ai_overview,people_also_ask,discussions_and_forums,related_searches",70,0,1.94,6,2,0.51,MEDIUM,13400000,2025-11-16 15:37:12 +00:00,3.00,1.00,3.00,3.00,3.00,275.50,18.80,0.90,0.80,1.90,0.60,0.70,1.92
window tint pickering,https://mrtint.ca/,commercial,"local_pack,people_also_ask,popular_products,people_also_search,related_searches",50,5,2.17,6,1,0.37,MEDIUM,135000,2025-10-24 18:11:10 +00:00,409.00,363.00,107.00,94.00,397.00,194.20,114.70,35.00,32.90,93.80,73.60,0.85,2.72
ceramic tint,https://mrtint.ca/pricing/,"transactional,commercial","people_also_ask,video,images,related_searches",1900,4,1.76,7,48,0.95,HIGH,18000000,2025-12-10 01:45:52 +00:00,3.00,1.00,3.00,3.00,3.00,346.70,95.90,48.50,47.20,79.20,51.90,0.74,2.18
how much is tint for car windows,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,popular_products,people_also_ask,discussions_and_forums,images,people_also_search,related_searches",720,0,2.33,7,18,0.55,MEDIUM,17900000,2025-12-11 01:33:39 +00:00,3.00,1.00,3.00,3.00,3.00,265.70,16.50,1.40,1.30,2.60,1.60,0.73,1.87
xpel tint,https://mrtint.ca/pricing/,transactional,"people_also_ask,images,video,popular_products,related_searches",480,0,2.17,7,12,0.86,HIGH,1760000,2025-11-02 01:34:40 +00:00,3.00,1.00,3.00,3.00,3.00,469.10,52.30,19.80,18.70,47.80,40.30,0.73,2.33
front windows tinted,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,popular_products,video,related_searches",260,0,1.34,7,6,0.93,HIGH,22200000,2025-11-09 04:07:28 +00:00,3.00,1.00,3.00,3.00,3.00,456.90,26.20,1.90,1.80,3.80,2.60,0.93,2.65
how much does window tinting cost,https://mrtint.ca/pricing/,commercial,"featured_snippet,people_also_ask,discussions_and_forums,people_also_search,related_searches",260,0,2.87,7,6,0.47,MEDIUM,5220000,2025-11-24 11:16:09 +00:00,3.00,1.00,3.00,3.00,3.00,275.70,18.80,0.90,0.80,1.90,0.60,0.73,2.04
window tint scarborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",260,3,2.62,7,6,0.87,HIGH,247000,2025-11-22 23:58:02 +00:00,409.00,363.00,107.00,94.00,397.00,172.40,109.20,48.00,45.10,124.60,96.40,0.89,3.10
how much do tints cost,https://mrtint.ca/pricing/,commercial,"people_also_ask,popular_products,images,related_searches",110,0,1.24,7,2,0.34,MEDIUM,8550000,2025-10-19 08:00:49 +00:00,3.00,1.00,3.00,3.00,3.00,341.10,6.10,0.20,0.20,0.20,0.00,0.69,1.96
how much does window tinting cost for a car,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,related_searches,images",90,0,3.58,7,2,0.42,MEDIUM,4200000,2025-12-01 03:43:32 +00:00,3.00,1.00,3.00,3.00,3.00,267.00,38.20,4.00,3.80,6.90,3.70,0.74,2.67
tint place,https://mrtint.ca/,navigational,"local_pack,people_also_ask,people_also_search,related_searches",90,9,2.53,7,2,0.70,HIGH,142000000,2025-10-18 13:04:58 +00:00,409.00,363.00,107.00,94.00,397.00,178.10,130.90,39.50,37.40,107.60,78.30,1.11,3.56
pre cut tint canada,https://mrtint.ca/precutppf/,transactional,"related_searches,images",70,0,1.15,7,1,0.93,HIGH,4240000,2025-11-11 03:28:15 +00:00,,,,,,,,,,,,0.40,1.43
precut tint canada,https://mrtint.ca/precutppf/,transactional,"popular_products,related_searches,images",70,0,1.15,7,1,0.93,HIGH,370000,2025-12-02 01:32:59 +00:00,,,,,,263.90,6.20,0.00,0.00,0.00,0.00,0.40,1.43
tinting company,https://mrtint.ca/,navigational,"local_pack,people_also_ask,related_searches,images",70,23,1.77,7,1,0.18,LOW,180000000,2025-11-16 09:35:07 +00:00,409.00,363.00,107.00,94.00,397.00,206.30,172.50,92.80,88.10,1356.60,913.70,1.10,2.13
tint shop pickering,https://mrtint.ca/,"commercial,transactional","people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",50,2,2.43,7,1,0.52,MEDIUM,269000,2025-10-26 14:34:58 +00:00,409.00,363.00,107.00,94.00,397.00,240.60,97.70,29.10,27.30,85.90,67.80,1.07,6.82
window tinting ajax,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",50,3,2.34,7,1,0.68,HIGH,336000,2025-10-24 18:11:17 +00:00,409.00,363.00,107.00,94.00,397.00,183.50,107.00,31.70,29.90,90.50,68.70,0.78,2.36
window tinting pickering,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_search,related_searches",50,0,2.17,7,1,0.37,MEDIUM,208000,2025-10-24 18:11:06 +00:00,409.00,363.00,107.00,94.00,397.00,130.10,97.70,29.10,27.30,85.90,67.80,0.85,2.72
precut window tint canada,https://mrtint.ca/precutppf/,transactional,"people_also_search,people_also_ask,related_searches,knowledge_graph,google_reviews",210,0,1.05,8,4,0.96,HIGH,210000,2025-12-17 00:19:14 +00:00,,,,,,322.20,6.20,0.10,0.10,0.20,0.20,0.47,1.37
cheapest window tinting near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,related_searches",170,0,2.40,8,3,0.88,HIGH,6800000,2025-11-04 16:22:45 +00:00,3.00,1.00,3.00,3.00,3.00,230.00,75.80,23.20,22.60,39.80,21.90,0.90,2.70
cheap tinting windows,https://mrtint.ca/pricing/,"transactional,commercial","local_pack,people_also_ask,popular_products,video,related_searches",110,0,3.03,8,2,0.90,HIGH,7780000,2025-11-30 07:41:37 +00:00,3.00,1.00,3.00,3.00,3.00,419.40,55.10,24.10,22.80,58.50,41.70,0.82,3.09
shades of auto tint,https://mrtint.ca/auto-tint-selector/,"commercial,navigational","ai_overview,images,people_also_ask,video,related_searches,google_reviews,knowledge_graph",110,5,0.10,8,2,1.00,HIGH,10800000,2025-11-09 07:10:17 +00:00,,,,,,265.30,110.00,39.90,38.10,99.40,77.10,,
ceramic window tint near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,people_also_search,related_searches",90,7,2.96,8,1,0.71,HIGH,7180000,2025-11-12 16:38:22 +00:00,3.00,1.00,3.00,3.00,3.00,195.60,126.70,51.00,48.90,94.90,63.60,1.00,2.38
how much window tint cost,https://mrtint.ca/pricing/,commercial,"people_also_ask,popular_products,discussions_and_forums,video,related_searches,images",90,0,1.74,8,1,0.58,MEDIUM,27500000,2025-11-10 12:29:48 +00:00,3.00,1.00,3.00,3.00,3.00,234.40,26.30,0.90,0.80,3.00,1.50,0.73,1.75
window tinting for homes prices,https://mrtint.ca/pricing/,commercial,"popular_products,people_also_ask,people_also_search,related_searches",40,1,4.01,8,0,0.92,HIGH,3350000,2025-10-24 18:11:06 +00:00,3.00,1.00,3.00,3.00,3.00,485.20,65.30,14.70,14.70,32.50,26.70,1.06,3.26
ceramic window tint,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,images,related_searches",720,6,1.27,9,10,0.89,HIGH,9190000,2025-12-11 02:59:41 +00:00,3.00,1.00,3.00,3.00,3.00,453.10,81.40,22.00,21.80,25.80,10.10,0.52,1.91
ceramic tint near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,people_also_search,related_searches,images",480,0,3.09,9,7,0.75,HIGH,12700000,2025-11-22 09:41:47 +00:00,3.00,1.00,3.00,3.00,3.00,206.10,79.10,36.40,35.00,71.30,51.10,0.86,2.50
tint oshawa,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches,images",320,0,2.04,9,4,0.15,LOW,219000,2025-12-05 18:26:52 +00:00,409.00,363.00,107.00,94.00,397.00,256.20,78.50,36.80,34.90,101.30,74.90,1.00,1.88
car tinting oshawa,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches,images",210,0,2.32,9,3,0.91,HIGH,34200,2025-11-25 09:28:56 +00:00,409.00,363.00,107.00,94.00,397.00,202.20,92.30,38.30,34.80,105.80,76.60,0.79,1.93
tint gta,https://mrtint.ca/,commercial,"local_pack,people_also_ask,people_also_search,related_searches,images",170,7,1.61,9,2,0.27,LOW,5490000,2025-12-17 18:59:55 +00:00,409.00,363.00,107.00,94.00,397.00,328.90,107.80,61.60,57.90,162.40,116.10,0.83,2.67
tint in ontario,https://mrtint.ca/ontariowindowtintinglaw/,navigational,"featured_snippet,people_also_ask,video,related_searches,images",140,0,0.85,9,2,0.11,LOW,7860000,2025-11-14 09:36:14 +00:00,,,,,,374.60,31.50,2.10,2.10,2.80,2.00,,
car tinting cheap,https://mrtint.ca/pricing/,"transactional,commercial","discussions_and_forums,people_also_ask,local_pack,popular_products,related_searches",110,0,3.03,9,1,0.90,HIGH,11300000,2025-11-30 08:23:32 +00:00,3.00,1.00,3.00,3.00,3.00,367.00,28.90,8.70,8.50,13.90,7.30,0.82,3.09
window tinting cheap,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",110,0,3.03,9,1,0.90,HIGH,10900000,2025-11-28 02:01:32 +00:00,3.00,1.00,3.00,3.00,3.00,427.90,44.60,2.00,1.90,5.60,4.00,0.82,3.09
how much do car window tints cost,https://mrtint.ca/pricing/,"transactional,commercial","ai_overview,people_also_ask,images,popular_products,related_searches",90,0,3.58,9,1,0.42,MEDIUM,1870000,2025-12-14 22:49:40 +00:00,3.00,1.00,3.00,3.00,3.00,382.40,32.00,3.50,3.40,5.40,3.30,0.74,2.67
tint installer,https://mrtint.ca/,"navigational,commercial","local_pack,video,people_also_ask,related_searches,images",50,4,7.78,9,0,0.63,MEDIUM,38000000,2025-10-26 14:33:08 +00:00,409.00,363.00,107.00,94.00,397.00,437.10,81.90,30.20,27.80,113.30,97.80,1.05,2.03
tint vehicle windows,https://mrtint.ca/pricing/,"commercial,navigational,transactional","local_pack,people_also_ask,video,popular_products,related_searches",320,0,1.99,10,3,0.07,LOW,12900000,2025-11-12 05:55:02 +00:00,3.00,1.00,3.00,3.00,3.00,305.80,30.40,0.60,0.50,1.00,0.80,0.67,2.62
auto tint scarborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches",260,8,2.62,10,2,0.87,HIGH,186000,2025-11-12 04:12:07 +00:00,409.00,363.00,107.00,94.00,397.00,185.80,128.40,65.20,61.70,154.60,108.70,0.89,3.10
how much do tinted windows cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,discussions_and_forums,images,popular_products,related_searches",260,0,2.87,10,2,0.47,MEDIUM,30200000,2025-11-24 11:16:28 +00:00,3.00,1.00,3.00,3.00,3.00,310.20,34.30,3.00,2.90,4.70,2.30,0.73,2.04
auto tinting oshawa,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",210,1,2.32,10,2,0.91,HIGH,47500,2025-11-04 17:45:52 +00:00,409.00,363.00,107.00,94.00,397.00,220.20,92.20,38.30,34.80,105.80,76.60,0.79,1.93
car tint scarborough,https://mrtint.ca/pricing/,commercial,"local_pack,people_also_ask,people_also_search,related_searches",210,0,4.01,10,2,0.75,HIGH,294000,2025-12-17 06:32:51 +00:00,3.00,1.00,3.00,3.00,3.00,169.50,82.10,31.30,30.00,67.90,38.10,0.79,2.49
car tinting scarborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_search,related_searches,images",210,4,4.01,10,2,0.75,HIGH,166000,2025-12-17 06:32:47 +00:00,409.00,363.00,107.00,94.00,397.00,182.00,110.30,41.60,39.10,105.20,74.90,0.79,2.49
cheapest window tint near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,popular_products,related_searches",170,0,2.40,10,1,0.88,HIGH,20900000,2025-12-13 20:13:30 +00:00,3.00,1.00,3.00,3.00,3.00,231.20,22.70,8.50,8.20,12.40,6.20,0.90,2.70
tinting gta,https://mrtint.ca/pricing/,"commercial,navigational","local_pack,video,people_also_ask,related_searches,images",170,3,1.61,10,1,0.27,LOW,3710000,2025-11-25 16:31:04 +00:00,3.00,1.00,3.00,3.00,3.00,141.00,111.10,62.00,59.10,130.20,87.20,0.83,2.67
tinting ontario,https://mrtint.ca/pricing/,navigational,"ai_overview,local_pack,people_also_ask,video,related_searches",140,0,0.85,10,1,0.11,LOW,7430000,2025-11-26 19:56:04 +00:00,3.00,1.00,3.00,3.00,3.00,220.40,59.40,25.30,24.00,52.70,43.30,,
ceramic window tinting near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,related_searches",110,4,2.63,10,1,0.57,MEDIUM,2830000,2025-12-14 21:36:12 +00:00,3.00,1.00,3.00,3.00,3.00,219.10,98.60,33.20,31.60,72.30,49.60,0.72,2.19
mobile car window tint,https://mrtint.ca/,transactional,"popular_products,people_also_ask,video,people_also_search,related_searches,images",70,0,2.21,10,0,0.78,HIGH,14800000,2025-11-15 08:22:56 +00:00,409.00,363.00,107.00,94.00,397.00,147.50,64.70,17.20,15.70,65.80,57.50,0.90,2.70
tint for truck windows,https://mrtint.ca/,"commercial,transactional","people_also_ask,discussions_and_forums,video,popular_products,related_searches,images",70,0,1.85,10,0,1.00,HIGH,6780000,2025-11-12 13:45:42 +00:00,409.00,363.00,107.00,94.00,397.00,394.50,58.70,15.60,13.90,63.30,56.90,0.44,3.20
windshield tint ceramic,https://mrtint.ca/pricing/,"transactional,commercial","ai_overview,people_also_ask,people_also_search,video,images,popular_products,related_searches",70,0,4.67,10,0,0.97,HIGH,3510000,2025-12-01 14:29:19 +00:00,3.00,1.00,3.00,3.00,3.00,377.50,66.10,21.30,21.00,25.80,10.60,0.51,1.78
auto tinting scarborough,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_search,people_also_ask,related_searches",260,1,2.92,11,2,0.88,HIGH,116000,2025-11-24 15:11:07 +00:00,409.00,363.00,107.00,94.00,397.00,174.40,97.60,43.80,41.90,83.70,48.90,0.83,3.05
markham window tint ppf inc,https://mrtint.ca/pricing/,commercial,"people_also_ask,related_searches,google_reviews,knowledge_graph,images",260,0,0.13,11,2,0.07,LOW,5240,2025-12-16 18:11:10 +00:00,3.00,1.00,3.00,3.00,3.00,460.00,24.90,11.00,10.40,21.40,6.60,,
tinting gta scarborough,https://mrtint.ca/,"commercial,informational,navigational","people_also_search,people_also_ask,related_searches,google_reviews,knowledge_graph,images",210,3,4.53,11,1,0.04,LOW,34800,2025-11-24 18:37:21 +00:00,409.00,363.00,107.00,94.00,397.00,327.00,92.40,35.70,33.90,78.30,44.50,,
gta tint,https://mrtint.ca/,commercial,"local_pack,discussions_and_forums,people_also_ask,people_also_search,related_searches,images",170,0,1.61,11,1,0.27,LOW,4810000,2025-12-18 07:52:14 +00:00,409.00,363.00,107.00,94.00,397.00,189.20,82.10,52.80,50.80,122.40,83.50,0.83,2.67
a one window tinting,https://mrtint.ca/pricing/,"navigational,commercial","ai_overview,people_also_ask,related_searches,knowledge_graph,google_reviews,images",110,1,,11,1,0.04,LOW,9740000,2025-11-30 12:01:49 +00:00,3.00,1.00,3.00,3.00,3.00,779.60,30.10,19.50,18.40,46.00,38.70,,
tint tail lights,https://mrtint.ca/tail-light-tinting/,transactional,"video,people_also_ask,discussions_and_forums,images,related_searches,knowledge_graph,google_reviews",110,0,0.20,11,1,1.00,HIGH,7390000,2025-10-18 13:04:43 +00:00,,,,,,328.40,35.90,1.80,1.20,11.90,10.50,0.29,1.40
window tints cheap,https://mrtint.ca/pricing/,"commercial,transactional","local_pack,people_also_ask,discussions_and_forums,popular_products,video,related_searches",110,0,3.03,11,1,0.90,HIGH,7840000,2025-11-28 01:50:10 +00:00,3.00,1.00,3.00,3.00,3.00,374.10,60.90,35.50,34.20,68.10,47.00,0.82,3.09
where to tint my car windows,https://mrtint.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches,images",70,0,2.97,11,0,0.94,HIGH,16100000,2025-11-11 01:29:11 +00:00,409.00,363.00,107.00,94.00,397.00,341.10,71.90,10.40,9.60,20.00,15.40,0.77,2.19
car tint ontario,https://mrtint.ca/,"commercial,navigational","ai_overview,people_also_ask,local_pack,carousel,video,related_searches,images",390,0,2.29,12,2,0.33,LOW,4230000,2025-11-22 17:46:42 +00:00,409.00,363.00,107.00,94.00,397.00,172.00,54.50,19.30,18.70,32.80,14.30,0.92,2.81
window tint in ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,carousel,related_searches,images",390,0,2.29,12,2,0.33,LOW,3170000,2025-11-07 08:45:25 +00:00,,,,,,331.00,13.70,0.80,0.80,1.10,0.50,0.92,2.81
car tint etobicoke,https://mrtint.ca/,commercial,"local_pack,people_also_ask,people_also_search,related_searches",210,0,2.89,12,1,0.08,LOW,69600,2025-11-29 21:20:34 +00:00,409.00,363.00,107.00,94.00,397.00,228.40,59.20,42.80,41.20,81.80,57.70,0.80,3.32
pre cut window tint canada,https://mrtint.ca/precutppf/,transactional,"discussions_and_forums,related_searches",210,0,1.03,12,1,0.93,HIGH,1720000,2025-12-13 18:56:56 +00:00,,,,,,270.20,6.20,0.00,0.00,0.00,0.00,0.39,1.37
window tint etobicoke,https://mrtint.ca/,commercial,"local_pack,people_also_ask,people_also_search,related_searches",210,0,2.89,12,1,0.08,LOW,49200,2025-11-09 05:15:41 +00:00,409.00,363.00,107.00,94.00,397.00,188.60,59.80,38.00,36.30,69.90,52.00,0.80,3.32
home window tinting near me,https://mrtint.ca/,"navigational,transactional","local_pack,people_also_ask,related_searches,images",170,0,2.41,12,1,0.07,LOW,7020000,2025-11-12 07:23:41 +00:00,409.00,363.00,107.00,94.00,397.00,299.10,54.40,23.60,23.30,45.00,30.00,1.02,3.95
tinting commercial windows,https://mrtint.ca/commercial-tinting/,"transactional,navigational,commercial","local_pack,video,people_also_ask,related_searches,images",170,0,7.58,12,1,0.91,HIGH,4160000,2025-12-13 20:48:43 +00:00,,,,,,319.40,58.30,14.80,14.60,18.60,10.30,1.60,9.04
car film tint,https://mrtint.ca/,"commercial,transactional","local_pack,popular_products,people_also_ask,video,related_searches,images",110,1,0.71,12,0,0.73,HIGH,26600000,2025-12-14 22:30:23 +00:00,409.00,363.00,107.00,94.00,397.00,380.30,75.10,31.90,30.40,66.60,50.20,0.29,1.50
tinting car windows,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,video,related_searches,images",6600,9,1.74,13,38,0.48,MEDIUM,4590000,2025-10-30 00:24:57 +00:00,409.00,363.00,107.00,94.00,397.00,386.10,111.60,34.40,31.80,78.60,64.00,0.78,2.61
precut window tint,https://mrtint.ca/precutppf/,transactional,"related_searches,knowledge_graph,images",480,0,0.93,13,2,0.99,HIGH,934000,2025-11-22 06:20:34 +00:00,,,,,,279.80,6.20,0.00,0.00,0.00,0.00,0.37,1.61
window tinting kits,https://mrtint.ca/product-category/window-tint-kits/,"commercial,transactional","popular_products,people_also_ask,related_searches,images",170,0,0.45,13,1,1.00,HIGH,1560000,2025-11-09 04:31:14 +00:00,,,,,,249.70,1.50,0.10,0.10,0.30,0.30,0.27,1.09
ceramic auto tint near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,related_searches",90,1,2.96,13,0,0.71,HIGH,7590000,2025-12-15 00:43:52 +00:00,3.00,1.00,3.00,3.00,3.00,204.40,93.90,32.80,31.20,64.90,50.20,1.00,2.38
ceramic windshield tint,https://mrtint.ca/pricing/,transactional,"ai_overview,people_also_ask,video,local_pack,images,related_searches",70,0,4.67,13,0,0.97,HIGH,3490000,2025-12-03 08:00:50 +00:00,3.00,1.00,3.00,3.00,3.00,342.20,61.90,21.30,21.00,25.80,10.70,0.51,1.78
mobile auto window tinting,https://mrtint.ca/,"navigational,commercial","people_also_ask,people_also_search,related_searches,images",70,0,2.21,13,0,0.78,HIGH,3450000,2025-11-15 08:23:28 +00:00,409.00,363.00,107.00,94.00,397.00,270.30,14.40,0.40,0.40,1.70,1.30,0.90,2.70
tinting car lights,https://mrtint.ca/tail-light-tinting/,"commercial,transactional","ai_overview,video,people_also_ask,discussions_and_forums,local_pack,images,related_searches",70,0,0.83,13,0,0.90,HIGH,3930000,2025-11-16 09:35:08 +00:00,,,,,,455.40,57.60,2.80,1.60,23.00,20.60,0.28,2.31
